day,sale_id,order_name,product_title,gross_sales,discounts,returns,net_sales,shipping_charges,return_fees,taxes,total_sales
2025-07-23,18686096277551,BREAKING-GAMES-57896,,0.0,0.0,0.0,0.0,11.95,0,0.73,12.68
2025-07-23,18685850812463,BREAKING-GAMES-57895,We're Doomed!,35.0,0.0,0.0,35.0,0.0,0,0.0,35.0
2025-07-23,18685850845231,BREAKING-GAMES-57895,,0.0,0.0,0.0,0.0,19.9,0,0.0,19.9
2025-07-23,18686096244783,BREAKING-GAMES-57896,Spin The Dreidel,20.0,0.0,0.0,20.0,0.0,0,0.74,20.74
2025-07-24,18688334037039,BREAKING-GAMES-57897,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2025-07-24,18691291742255,BREAKING-GAMES-57900,We're Doomed!,35.0,0.0,0.0,35.0,0.0,0,2.8,37.8
2025-07-24,18688333971503,BREAKING-GAMES-57897,Aura,25.0,-2.5,0.0,22.5,0.0,0,1.8,24.3
2025-07-24,18688723517487,BREAKING-GAMES-57898,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2025-07-24,18691291775023,BREAKING-GAMES-57900,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2025-07-24,18689733918767,BREAKING-GAMES-57899,We're Doomed!,35.0,0.0,0.0,35.0,0.0,0,1.93,36.93
2025-07-24,18689733951535,BREAKING-GAMES-57899,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2025-07-24,18688334004271,BREAKING-GAMES-57897,Master Thief,30.0,-3.0,0.0,27.0,0.0,0,2.16,29.16
2025-07-24,18688723484719,BREAKING-GAMES-57898,We're Doomed!,35.0,0.0,0.0,35.0,0.0,0,2.45,37.45
2025-07-24,18689733885999,BREAKING-GAMES-57899,Mansplaining | Family Party Card Game | 2+ Players,25.0,0.0,0.0,25.0,0.0,0,1.38,26.38
2025-07-24,18688333938735,BREAKING-GAMES-57897,The Mandela Effect Game,10.0,-1.0,0.0,9.0,0.0,0,0.72,9.72
2025-07-25,18692662788143,BREAKING-GAMES-57901,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2025-07-25,18695522385967,BREAKING-GAMES-57903,Dwellings of Eldervale - Shapeshifter Mercenary Mini Expansion,9.99,0.0,0.0,9.99,0.0,0,0.6,10.59
2025-07-25,18693683413039,BREAKING-GAMES-57902,The Big Box of Magic,39.99,-3.99,0.0,36.0,0.0,0,3.15,39.15
2025-07-25,18695522418735,BREAKING-GAMES-57903,Dwellings of Eldervale - Oracle Hex Tile,6.99,0.0,0.0,6.99,0.0,0,0.42,7.41
2025-07-25,18692662755375,BREAKING-GAMES-57901,Dwellings of Eldervale 2nd Edition: Standard,99.99,0.0,0.0,99.99,0.0,0,8.0,107.99
2025-07-25,18695522451503,BREAKING-GAMES-57903,,0.0,0.0,0.0,0.0,5.25,0,0.0,5.25
2025-07-25,18693683445807,BREAKING-GAMES-57902,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2025-07-26,18699954061359,BREAKING-GAMES-57906,We're Doomed: Meritocracy Expansion Pack | Party Game | 4-12 Players,19.99,0.0,0.0,19.99,0.0,0,1.45,21.44
2025-07-26,18698029596719,BREAKING-GAMES-57904,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2025-07-26,18699554258991,BREAKING-GAMES-57905,,0.0,0.0,0.0,0.0,6.17,0,0.5,6.67
2025-07-26,18699554226223,BREAKING-GAMES-57905,Rise of Tribes: The Vul'Keth Invasion Expansion (Base Game Required),12.99,0.0,0.0,12.99,0.0,0,1.05,14.04
2025-07-26,18699954126895,BREAKING-GAMES-57906,Letter Tycoon,25.0,0.0,0.0,25.0,0.0,0,1.82,26.82
2025-07-26,18698029563951,BREAKING-GAMES-57904,Dwellings of Eldervale - LEGENDARY Upgrade Kit,69.99,-6.99,0.0,63.0,0.0,0,4.42,67.42
2025-07-26,18699954159663,BREAKING-GAMES-57906,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2025-07-26,18699954094127,BREAKING-GAMES-57906,Boomtown Bandits,30.0,0.0,0.0,30.0,0.0,0,2.18,32.18
2025-07-26,18699554193455,BREAKING-GAMES-57905,Asking For Trobils: Travelers Ship Package #2,10.0,0.0,0.0,10.0,0.0,0,0.82,10.82
2025-07-26,18698029531183,BREAKING-GAMES-57904,Dwellings of Eldervale - Oracle Hex Tile,6.99,-0.7,0.0,6.29,0.0,0,0.44,6.73
2025-07-27,18701654786095,BREAKING-GAMES-57907,We're Doomed: Meritocracy Expansion Pack | Party Game | 4-12 Players,19.99,-2.0,0.0,17.99,0.0,0,1.08,19.07
2025-07-27,18703079473199,BREAKING-GAMES-57909,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2025-07-27,18701654851631,BREAKING-GAMES-57907,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2025-07-27,18703079407663,BREAKING-GAMES-57909,Dwellings of Eldervale - LEGENDARY Upgrade Kit,69.99,0.0,0.0,69.99,0.0,0,3.85,73.84
2025-07-27,18701654818863,BREAKING-GAMES-57907,We're Doomed!,35.0,-3.49,0.0,31.51,0.0,0,1.89,33.4
2025-07-27,18703079440431,BREAKING-GAMES-57909,Dwellings of Eldervale 2nd Edition: Standard,99.99,0.0,0.0,99.99,0.0,0,5.5,105.49
2025-07-27,18702766604335,BREAKING-GAMES-57908,The Big Box of Magic,39.99,0.0,0.0,39.99,0.0,0,2.4,42.39
2025-07-27,18702766637103,BREAKING-GAMES-57908,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2025-07-28,18707305005103,BREAKING-GAMES-57913,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2025-07-28,18708809908271,BREAKING-GAMES-57914,Dwellings of Eldervale - Minotaur Mercenary Mini Expansion,9.99,-1.0,0.0,8.99,0.0,0,0.56,9.55
2025-07-28,18708809941039,BREAKING-GAMES-57914,Dwellings of Eldervale - Shapeshifter Mercenary Mini Expansion,9.99,-1.0,0.0,8.99,0.0,0,0.56,9.55
2025-07-28,18707304972335,BREAKING-GAMES-57913,Dwellings of Eldervale 2nd Edition: Standard,99.99,0.0,0.0,99.99,0.0,0,8.0,107.99
2025-07-28,18708809842735,BREAKING-GAMES-57914,Dwellings of Eldervale - Wooden Upgrade Treasure and Trove Tokens,19.99,-2.0,0.0,17.99,0.0,0,1.12,19.11
2025-07-28,18704273309743,BREAKING-GAMES-57910,,0.0,0.0,0.0,0.0,29.42,0,0.0,29.42
2025-07-28,18706214780975,BREAKING-GAMES-57911,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2025-07-28,18708810006575,BREAKING-GAMES-57914,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2025-07-28,18704273276975,BREAKING-GAMES-57910,Dwellings of Eldervale - LEGENDARY Upgrade Kit,69.99,-6.99,0.0,63.0,0.0,0,0.0,63.0
2025-07-28,18706340806703,BREAKING-GAMES-57912,,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2025-07-28,18708809973807,BREAKING-GAMES-57914,Dwellings of Eldervale - LEGENDARY Upgrade Kit,69.99,-6.99,0.0,63.0,0.0,0,3.94,66.94
2025-07-28,18706340773935,BREAKING-GAMES-57912,We're Doomed!,35.0,0.0,0.0,35.0,0.0,0,2.54,37.54
2025-07-28,18706214748207,BREAKING-GAMES-57911,We're Doomed!,35.0,0.0,0.0,35.0,0.0,0,2.28,37.28
2025-07-28,18708809875503,BREAKING-GAMES-57914,Dwellings of Eldervale - Oracle Hex Tile,6.99,-0.7,0.0,6.29,0.0,0,0.39,6.68
2025-07-28,18704273244207,BREAKING-GAMES-57910,Dwellings of Eldervale - Wooden Upgrade Treasure and Trove Tokens,19.99,-2.0,0.0,17.99,0.0,0,0.0,17.99
2025-07-29,18710762782767,BREAKING-GAMES-57917,Letter Tycoon,25.0,0.0,0.0,25.0,0.0,0,1.51,26.51
2025-07-29,18709732556847,BREAKING-GAMES-57915,,0.0,0.0,0.0,0.0,5.62,0,0.0,5.62
2025-07-29,18710233448495,BREAKING-GAMES-57916,,0.0,0.0,0.0,0.0,5.27,0,0.35,5.62
2025-07-29,18709732524079,BREAKING-GAMES-57915,Dwellings of Eldervale -  Frost Giant Miniature with Bifröst Bridge Hex Tile,7.99,0.0,0.0,7.99,0.0,0,0.78,8.77
2025-07-29,18710233415727,BREAKING-GAMES-57916,Replacement Parts - DNPR,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2025-07-29,18710762815535,BREAKING-GAMES-57917,,0.0,0.0,0.0,0.0,14.21,0,0.0,14.21
